                   t               x1(t)               x2(t)           DeltaX(t)
  2.4333333333333E+00 -7.5666666666667E+00 -2.2465653316724E+01 -1.4898986650057E+01
  2.4416666666667E+00 -7.5583333333333E+00 -2.2547626946168E+01 -1.4989293612835E+01
  2.4500000000000E+00 -7.5500000000000E+00 -2.2629546175813E+01 -1.5079546175813E+01
  2.4583333333333E+00 -7.5416666666667E+00 -2.2711411050973E+01 -1.5169744384307E+01
  2.4666666666667E+00 -7.5333333333333E+00 -2.2793221616925E+01 -1.5259888283592E+01
  2.4750000000000E+00 -7.5250000000000E+00 -2.2874977918907E+01 -1.5349977918907E+01
  2.4833333333333E+00 -7.5166666666667E+00 -2.2956680002121E+01 -1.5440013335454E+01
  2.4916666666667E+00 -7.5083333333333E+00 -2.3038327911730E+01 -1.5529994578397E+01
  2.5000000000000E+00 -7.5000000000000E+00 -2.3119921692860E+01 -1.5619921692860E+01
  2.5083333333333E+00 -7.4916666666667E+00 -2.3201461390598E+01 -1.5709794723932E+01
  2.5166666666667E+00 -7.4833333333333E+00 -2.3282947049997E+01 -1.5799613716664E+01
  2.5250000000000E+00 -7.4750000000000E+00 -2.3364378716069E+01 -1.5889378716069E+01
  2.5333333333333E+00 -7.4666666666667E+00 -2.3445756433789E+01 -1.5979089767122E+01
  2.5416666666667E+00 -7.4583333333333E+00 -2.3527080248097E+01 -1.6068746914763E+01
  2.5500000000000E+00 -7.4500000000000E+00 -2.3608350203892E+01 -1.6158350203892E+01
  2.5583333333333E+00 -7.4416666666667E+00 -2.3689566346038E+01 -1.6247899679372E+01
  2.5666666666667E+00 -7.4333333333333E+00 -2.3770728719362E+01 -1.6337395386029E+01
  2.5750000000000E+00 -7.4250000000000E+00 -2.3851837368652E+01 -1.6426837368652E+01
  2.5833333333333E+00 -7.4166666666667E+00 -2.3932892338659E+01 -1.6516225671992E+01
  2.5916666666667E+00 -7.4083333333333E+00 -2.4013893674097E+01 -1.6605560340764E+01
  2.6000000000000E+00 -7.4000000000000E+00 -2.4094841419643E+01 -1.6694841419643E+01
  2.6083333333333E+00 -7.3916666666667E+00 -2.4175735619938E+01 -1.6784068953271E+01
  2.6166666666667E+00 -7.3833333333333E+00 -2.4256576319583E+01 -1.6873242986249E+01
  2.6250000000000E+00 -7.3750000000000E+00 -2.4337363563143E+01 -1.6962363563143E+01
  2.6333333333333E+00 -7.3666666666667E+00 -2.4418097395147E+01 -1.7051430728481E+01
  2.6416666666667E+00 -7.3583333333333E+00 -2.4498777860086E+01 -1.7140444526753E+01
  2.6500000000000E+00 -7.3500000000000E+00 -2.4579405002414E+01 -1.7229405002414E+01
  2.6583333333333E+00 -7.3416666666667E+00 -2.4659978866548E+01 -1.7318312199882E+01
  2.6666666666667E+00 -7.3333333333333E+00 -2.4740499496868E+01 -1.7407166163535E+01
  2.6750000000000E+00 -7.3250000000000E+00 -2.4820966937717E+01 -1.7495966937717E+01
  2.6833333333333E+00 -7.3166666666667E+00 -2.4901381233401E+01 -1.7584714566735E+01
  2.6916666666667E+00 -7.3083333333333E+00 -2.4981742428190E+01 -1.7673409094856E+01
  2.7000000000000E+00 -7.3000000000000E+00 -2.5062050566315E+01 -1.7762050566315E+01
  2.7083333333333E+00 -7.2916666666667E+00 -2.5142305691972E+01 -1.7850639025305E+01
  2.7166666666667E+00 -7.2833333333333E+00 -2.5222507849319E+01 -1.7939174515986E+01
  2.7250000000000E+00 -7.2750000000000E+00 -2.5302657082479E+01 -1.8027657082479E+01
  2.7333333333333E+00 -7.2666666666667E+00 -2.5382753435537E+01 -1.8116086768871E+01
  2.7416666666667E+00 -7.2583333333333E+00 -2.5462796952541E+01 -1.8204463619208E+01
  2.7500000000000E+00 -7.2500000000000E+00 -2.5542787677503E+01 -1.8292787677503E+01
  2.7583333333333E+00 -7.2416666666667E+00 -2.5622725654398E+01 -1.8381058987731E+01
  2.7666666666667E+00 -7.2333333333333E+00 -2.5702610927164E+01 -1.8469277593830E+01
  2.7750000000000E+00 -7.2250000000000E+00 -2.5782443539703E+01 -1.8557443539703E+01
  2.7833333333333E+00 -7.2166666666667E+00 -2.5862223535880E+01 -1.8645556869213E+01
  2.7916666666667E+00 -7.2083333333333E+00 -2.5941950959524E+01 -1.8733617626191E+01
  2.8000000000000E+00 -7.2000000000000E+00 -2.6021625854427E+01 -1.8821625854427E+01
  2.8083333333333E+00 -7.1916666666667E+00 -2.6101248264346E+01 -1.8909581597679E+01
  2.8166666666667E+00 -7.1833333333333E+00 -2.6180818232998E+01 -1.8997484899665E+01
  2.8250000000000E+00 -7.1750000000000E+00 -2.6260335804068E+01 -1.9085335804068E+01
  2.8333333333333E+00 -7.1666666666667E+00 -2.6339801021201E+01 -1.9173134354534E+01
  2.8416666666667E+00 -7.1583333333333E+00 -2.6419213928008E+01 -1.9260880594674E+01
  2.8500000000000E+00 -7.1500000000000E+00 -2.6498574568062E+01 -1.9348574568062E+01
  2.8583333333333E+00 -7.1416666666667E+00 -2.6577882984901E+01 -1.9436216318234E+01
  2.8666666666667E+00 -7.1333333333333E+00 -2.6657139222026E+01 -1.9523805888692E+01
  2.8750000000000E+00 -7.1250000000000E+00 -2.6736343322902E+01 -1.9611343322902E+01
  2.8833333333333E+00 -7.1166666666667E+00 -2.6815495330958E+01 -1.9698828664291E+01
  2.8916666666667E+00 -7.1083333333333E+00 -2.6894595289586E+01 -1.9786261956253E+01
  2.9000000000000E+00 -7.1000000000000E+00 -2.6973643242143E+01 -1.9873643242143E+01
  2.9083333333333E+00 -7.0916666666667E+00 -2.7052639231950E+01 -1.9960972565283E+01
  2.9166666666667E+00 -7.0833333333333E+00 -2.7131583302290E+01 -2.0048249968957E+01
  2.9250000000000E+00 -7.0750000000000E+00 -2.7210475496412E+01 -2.0135475496412E+01
  2.9333333333333E+00 -7.0666666666667E+00 -2.7289315857527E+01 -2.0222649190861E+01
  2.9416666666667E+00 -7.0583333333333E+00 -2.7368104428813E+01 -2.0309771095480E+01
  2.9500000000000E+00 -7.0500000000000E+00 -2.7446841253409E+01 -2.0396841253409E+01
  2.9583333333333E+00 -7.0416666666667E+00 -2.7525526374420E+01 -2.0483859707753E+01
  2.9666666666667E+00 -7.0333333333333E+00 -2.7604159834913E+01 -2.0570826501580E+01
  2.9750000000000E+00 -7.0250000000000E+00 -2.7682741677922E+01 -2.0657741677922E+01
  2.9833333333333E+00 -7.0166666666667E+00 -2.7761271946443E+01 -2.0744605279776E+01
  2.9916666666667E+00 -7.0083333333333E+00 -2.7839750683436E+01 -2.0831417350103E+01
  3.0000000000000E+00 -7.0000000000000E+00 -2.7918177931828E+01 -2.0918177931828E+01
  3.0083333333333E+00 -6.9916666666667E+00 -2.7996553734507E+01 -2.1004887067841E+01
  3.0166666666667E+00 -6.9833333333333E+00 -2.8074878134327E+01 -2.1091544800994E+01
  3.0250000000000E+00 -6.9750000000000E+00 -2.8153151174106E+01 -2.1178151174106E+01
  3.0333333333333E+00 -6.9666666666667E+00 -2.8231372896625E+01 -2.1264706229958E+01
  3.0416666666667E+00 -6.9583333333333E+00 -2.8309543344632E+01 -2.1351210011299E+01
  3.0500000000000E+00 -6.9500000000000E+00 -2.8387662560837E+01 -2.1437662560837E+01
  3.0583333333333E+00 -6.9416666666667E+00 -2.8465730587916E+01 -2.1524063921250E+01
  3.0666666666667E+00 -6.9333333333333E+00 -2.8543747468509E+01 -2.1610414135176E+01
  3.0750000000000E+00 -6.9250000000000E+00 -2.8621713245220E+01 -2.1696713245220E+01
  3.0833333333333E+00 -6.9166666666667E+00 -2.8699627960618E+01 -2.1782961293951E+01
  3.0916666666667E+00 -6.9083333333333E+00 -2.8777491657235E+01 -2.1869158323902E+01
  3.1000000000000E+00 -6.9000000000000E+00 -2.8855304377571E+01 -2.1955304377571E+01
  3.1083333333333E+00 -6.8916666666667E+00 -2.8933066164088E+01 -2.2041399497421E+01
  3.1166666666667E+00 -6.8833333333333E+00 -2.9010777059212E+01 -2.2127443725879E+01
  3.1250000000000E+00 -6.8750000000000E+00 -2.9088437105336E+01 -2.2213437105336E+01
  3.1333333333333E+00 -6.8666666666667E+00 -2.9166046344816E+01 -2.2299379678149E+01
  3.1416666666667E+00 -6.8583333333333E+00 -2.9243604819973E+01 -2.2385271486640E+01
  3.1500000000000E+00 -6.8500000000000E+00 -2.9321112573094E+01 -2.2471112573094E+01
  3.1583333333333E+00 -6.8416666666667E+00 -2.9398569646429E+01 -2.2556902979763E+01
  3.1666666666667E+00 -6.8333333333333E+00 -2.9475976082194E+01 -2.2642642748861E+01
  3.1750000000000E+00 -6.8250000000000E+00 -2.9553331922569E+01 -2.2728331922569E+01
  3.1833333333333E+00 -6.8166666666667E+00 -2.9630637209699E+01 -2.2813970543032E+01
  3.1916666666667E+00 -6.8083333333333E+00 -2.9707891985695E+01 -2.2899558652361E+01
  3.2000000000000E+00 -6.8000000000000E+00 -2.9785096292631E+01 -2.2985096292631E+01
  3.2083333333333E+00 -6.7916666666667E+00 -2.9862250172548E+01 -2.3070583505881E+01
  3.2166666666667E+00 -6.7833333333333E+00 -2.9939353667450E+01 -2.3156020334117E+01
  3.2250000000000E+00 -6.7750000000000E+00 -3.0016406819308E+01 -2.3241406819308E+01
  3.2333333333333E+00 -6.7666666666667E+00 -3.0093409670057E+01 -2.3326743003391E+01
  3.2416666666667E+00 -6.7583333333333E+00 -3.0170362261597E+01 -2.3412028928264E+01
  3.2500000000000E+00 -6.7500000000000E+00 -3.0247264635793E+01 -2.3497264635793E+01
  3.2583333333333E+00 -6.7416666666667E+00 -3.0324116834475E+01 -2.3582450167808E+01
  3.2666666666667E+00 -6.7333333333333E+00 -3.0400918899439E+01 -2.3667585566106E+01
  3.2750000000000E+00 -6.7250000000000E+00 -3.0477670872446E+01 -2.3752670872446E+01
  3.2833333333333E+00 -6.7166666666667E+00 -3.0554372795221E+01 -2.3837706128555E+01
  3.2916666666667E+00 -6.7083333333333E+00 -3.0631024709456E+01 -2.3922691376123E+01
  3.3000000000000E+00 -6.7000000000000E+00 -3.0707626656807E+01 -2.4007626656807E+01
  3.3083333333333E+00 -6.6916666666667E+00 -3.0784178678896E+01 -2.4092512012230E+01
  3.3166666666667E+00 -6.6833333333333E+00 -3.0860680817310E+01 -2.4177347483977E+01
  3.3250000000000E+00 -6.6750000000000E+00 -3.0937133113601E+01 -2.4262133113601E+01
  3.3333333333333E+00 -6.6666666666667E+00 -3.1013535609288E+01 -2.4346868942621E+01
  3.3416666666667E+00 -6.6583333333333E+00 -3.1089888345852E+01 -2.4431555012519E+01
  3.3500000000000E+00 -6.6500000000000E+00 -3.1166191364744E+01 -2.4516191364744E+01
  3.3583333333333E+00 -6.6416666666667E+00 -3.1242444707377E+01 -2.4600778040710E+01
  3.3666666666667E+00 -6.6333333333333E+00 -3.1318648415130E+01 -2.4685315081797E+01
  3.3750000000000E+00 -6.6250000000000E+00 -3.1394802529350E+01 -2.4769802529350E+01
  3.3833333333333E+00 -6.6166666666667E+00 -3.1470907091346E+01 -2.4854240424679E+01
  3.3916666666667E+00 -6.6083333333333E+00 -3.1546962142395E+01 -2.4938628809062E+01
  3.4000000000000E+00 -6.6000000000000E+00 -3.1622967723739E+01 -2.5022967723739E+01
  3.4083333333333E+00 -6.5916666666667E+00 -3.1698923876586E+01 -2.5107257209919E+01
  3.4166666666667E+00 -6.5833333333333E+00 -3.1774830642108E+01 -2.5191497308775E+01
  3.4250000000000E+00 -6.5750000000000E+00 -3.1850688061445E+01 -2.5275688061445E+01
  3.4333333333333E+00 -6.5666666666667E+00 -3.1926496175701E+01 -2.5359829509035E+01
  3.4416666666667E+00 -6.5583333333333E+00 -3.2002255025948E+01 -2.5443921692614E+01
  3.4500000000000E+00 -6.5500000000000E+00 -3.2077964653220E+01 -2.5527964653220E+01
  3.4583333333333E+00 -6.5416666666667E+00 -3.2153625098521E+01 -2.5611958431854E+01
  3.4666666666667E+00 -6.5333333333333E+00 -3.2229236402817E+01 -2.5695903069484E+01
  3.4750000000000E+00 -6.5250000000000E+00 -3.2304798607044E+01 -2.5779798607044E+01
  3.4833333333333E+00 -6.5166666666667E+00 -3.2380311752100E+01 -2.5863645085433E+01
  3.4916666666667E+00 -6.5083333333333E+00 -3.2455775878851E+01 -2.5947442545517E+01
  3.5000000000000E+00 -6.5000000000000E+00 -3.2531191028129E+01 -2.6031191028129E+01
  3.5083333333333E+00 -6.4916666666667E+00 -3.2606557240731E+01 -2.6114890574064E+01
  3.5166666666667E+00 -6.4833333333333E+00 -3.2681874557421E+01 -2.6198541224087E+01
  3.5250000000000E+00 -6.4750000000000E+00 -3.2757143018928E+01 -2.6282143018928E+01
  3.5333333333333E+00 -6.4666666666667E+00 -3.2832362665949E+01 -2.6365695999282E+01
  3.5416666666667E+00 -6.4583333333333E+00 -3.2907533539144E+01 -2.6449200205811E+01
  3.5500000000000E+00 -6.4500000000000E+00 -3.2982655679143E+01 -2.6532655679143E+01
  3.5583333333333E+00 -6.4416666666667E+00 -3.3057729126538E+01 -2.6616062459871E+01
  3.5666666666667E+00 -6.4333333333333E+00 -3.3132753921891E+01 -2.6699420588557E+01
  3.5750000000000E+00 -6.4250000000000E+00 -3.3207730105727E+01 -2.6782730105727E+01
  3.5833333333333E+00 -6.4166666666667E+00 -3.3282657718540E+01 -2.6865991051873E+01
  3.5916666666667E+00 -6.4083333333333E+00 -3.3357536800788E+01 -2.6949203467455E+01
  3.6000000000000E+00 -6.4000000000000E+00 -3.3432367392897E+01 -2.7032367392897E+01
  3.6083333333333E+00 -6.3916666666667E+00 -3.3507149535258E+01 -2.7115482868591E+01
  3.6166666666667E+00 -6.3833333333333E+00 -3.3581883268230E+01 -2.7198549934896E+01
  3.6250000000000E+00 -6.3750000000000E+00 -3.3656568632136E+01 -2.7281568632136E+01
  3.6333333333333E+00 -6.3666666666667E+00 -3.3731205667267E+01 -2.7364539000601E+01
  3.6416666666667E+00 -6.3583333333333E+00 -3.3805794413882E+01 -2.7447461080548E+01
  3.6500000000000E+00 -6.3500000000000E+00 -3.3880334912202E+01 -2.7530334912202E+01
  3.6583333333333E+00 -6.3416666666667E+00 -3.3954827202419E+01 -2.7613160535752E+01
  3.6666666666667E+00 -6.3333333333333E+00 -3.4029271324689E+01 -2.7695937991356E+01
  3.6750000000000E+00 -6.3250000000000E+00 -3.4103667319136E+01 -2.7778667319136E+01
  3.6833333333333E+00 -6.3166666666667E+00 -3.4178015225848E+01 -2.7861348559182E+01
  3.6916666666667E+00 -6.3083333333333E+00 -3.4252315084884E+01 -2.7943981751550E+01
  3.7000000000000E+00 -6.3000000000000E+00 -3.4326566936265E+01 -2.8026566936265E+01
  3.7083333333333E+00 -6.2916666666667E+00 -3.4400770819981E+01 -2.8109104153314E+01
  3.7166666666667E+00 -6.2833333333333E+00 -3.4474926775989E+01 -2.8191593442656E+01
  3.7250000000000E+00 -6.2750000000000E+00 -3.4549034844212E+01 -2.8274034844212E+01
  3.7333333333333E+00 -6.2666666666667E+00 -3.4623095064540E+01 -2.8356428397873E+01
  3.7416666666667E+00 -6.2583333333333E+00 -3.4697107476829E+01 -2.8438774143495E+01
  3.7500000000000E+00 -6.2500000000000E+00 -3.4771072120903E+01 -2.8521072120903E+01
  3.7583333333333E+00 -6.2416666666667E+00 -3.4844989036552E+01 -2.8603322369885E+01
  3.7666666666667E+00 -6.2333333333333E+00 -3.4918858263533E+01 -2.8685524930200E+01
  3.7750000000000E+00 -6.2250000000000E+00 -3.4992679841571E+01 -2.8767679841571E+01
  3.7833333333333E+00 -6.2166666666667E+00 -3.5066453810355E+01 -2.8849787143689E+01
  3.7916666666667E+00 -6.2083333333333E+00 -3.5140180209545E+01 -2.8931846876212E+01
  3.8000000000000E+00 -6.2000000000000E+00 -3.5213859078764E+01 -2.9013859078764E+01
  3.8083333333333E+00 -6.1916666666667E+00 -3.5287490457605E+01 -2.9095823790939E+01
  3.8166666666667E+00 -6.1833333333333E+00 -3.5361074385627E+01 -2.9177741052294E+01
  3.8250000000000E+00 -6.1750000000000E+00 -3.5434610902355E+01 -2.9259610902355E+01
  3.8333333333333E+00 -6.1666666666667E+00 -3.5508100047282E+01 -2.9341433380615E+01
  3.8416666666667E+00 -6.1583333333333E+00 -3.5581541859868E+01 -2.9423208526535E+01
  3.8500000000000E+00 -6.1500000000000E+00 -3.5654936379541E+01 -2.9504936379541E+01
  3.8583333333333E+00 -6.1416666666667E+00 -3.5728283645695E+01 -2.9586616979028E+01
  3.8666666666667E+00 -6.1333333333333E+00 -3.5801583697691E+01 -2.9668250364358E+01
  3.8750000000000E+00 -6.1250000000000E+00 -3.5874836574859E+01 -2.9749836574859E+01
  3.8833333333333E+00 -6.1166666666667E+00 -3.5948042316493E+01 -2.9831375649826E+01
  3.8916666666667E+00 -6.1083333333333E+00 -3.6021200961858E+01 -2.9912867628524E+01
  3.9000000000000E+00 -6.1000000000000E+00 -3.6094312550184E+01 -2.9994312550184E+01
  3.9083333333333E+00 -6.0916666666667E+00 -3.6167377120668E+01 -3.0075710454001E+01
  3.9166666666667E+00 -6.0833333333333E+00 -3.6240394712476E+01 -3.0157061379143E+01
  3.9250000000000E+00 -6.0750000000000E+00 -3.6313365364742E+01 -3.0238365364742E+01
  3.9333333333333E+00 -6.0666666666667E+00 -3.6386289116563E+01 -3.0319622449896E+01
  3.9416666666667E+00 -6.0583333333333E+00 -3.6459166007009E+01 -3.0400832673675E+01
  3.9500000000000E+00 -6.0500000000000E+00 -3.6531996075113E+01 -3.0481996075113E+01
  3.9583333333333E+00 -6.0416666666667E+00 -3.6604779359879E+01 -3.0563112693212E+01
  3.9666666666667E+00 -6.0333333333333E+00 -3.6677515900276E+01 -3.0644182566942E+01
  3.9750000000000E+00 -6.0250000000000E+00 -3.6750205735241E+01 -3.0725205735241E+01
  3.9833333333333E+00 -6.0166666666667E+00 -3.6822848903680E+01 -3.0806182237013E+01
  3.9916666666667E+00 -6.0083333333333E+00 -3.6895445444465E+01 -3.0887112111132E+01
  4.0000000000000E+00 -6.0000000000000E+00 -3.6967995396436E+01 -3.0967995396436E+01
  4.0083333333333E+00 -5.9916666666667E+00 -3.7040498798401E+01 -3.1048832131735E+01
  4.0166666666667E+00 -5.9833333333333E+00 -3.7112955689136E+01 -3.1129622355803E+01
  4.0250000000000E+00 -5.9750000000000E+00 -3.7185366107384E+01 -3.1210366107384E+01
  4.0333333333333E+00 -5.9666666666667E+00 -3.7257730091856E+01 -3.1291063425189E+01
  4.0416666666667E+00 -5.9583333333333E+00 -3.7330047681230E+01 -3.1371714347896E+01
  4.0500000000000E+00 -5.9500000000000E+00 -3.7402318914153E+01 -3.1452318914153E+01
  4.0583333333333E+00 -5.9416666666667E+00 -3.7474543829239E+01 -3.1532877162572E+01
  4.0666666666667E+00 -5.9333333333333E+00 -3.7546722465070E+01 -3.1613389131737E+01
  4.0750000000000E+00 -5.9250000000000E+00 -3.7618854860197E+01 -3.1693854860197E+01
  4.0833333333333E+00 -5.9166666666667E+00 -3.7690941053137E+01 -3.1774274386471E+01
  4.0916666666667E+00 -5.9083333333333E+00 -3.7762981082376E+01 -3.1854647749043E+01
  4.1000000000000E+00 -5.9000000000000E+00 -3.7834974986368E+01 -3.1934974986368E+01
  4.1083333333333E+00 -5.8916666666667E+00 -3.7906922803534E+01 -3.2015256136868E+01
  4.1166666666667E+00 -5.8833333333333E+00 -3.7978824572265E+01 -3.2095491238931E+01
  4.1250000000000E+00 -5.8750000000000E+00 -3.8050680330917E+01 -3.2175680330917E+01
  4.1333333333333E+00 -5.8666666666667E+00 -3.8122490117816E+01 -3.2255823451150E+01
  4.1416666666667E+00 -5.8583333333333E+00 -3.8194253971257E+01 -3.2335920637924E+01
  4.1500000000000E+00 -5.8500000000000E+00 -3.8265971929502E+01 -3.2415971929502E+01
  4.1583333333333E+00 -5.8416666666667E+00 -3.8337644030780E+01 -3.2495977364113E+01
  4.1666666666667E+00 -5.8333333333333E+00 -3.8409270313289E+01 -3.2575936979956E+01
  4.1750000000000E+00 -5.8250000000000E+00 -3.8480850815196E+01 -3.2655850815196E+01
  4.1833333333333E+00 -5.8166666666667E+00 -3.8552385574637E+01 -3.2735718907970E+01
  4.1916666666667E+00 -5.8083333333333E+00 -3.8623874629712E+01 -3.2815541296379E+01
  4.2000000000000E+00 -5.8000000000000E+00 -3.8695318018494E+01 -3.2895318018494E+01
  4.2083333333333E+00 -5.7916666666667E+00 -3.8766715779022E+01 -3.2975049112356E+01
  4.2166666666667E+00 -5.7833333333333E+00 -3.8838067949304E+01 -3.3054734615971E+01
  4.2250000000000E+00 -5.7750000000000E+00 -3.8909374567316E+01 -3.3134374567316E+01
  4.2333333333333E+00 -5.7666666666667E+00 -3.8980635671002E+01 -3.3213969004335E+01
  4.2416666666667E+00 -5.7583333333333E+00 -3.9051851298274E+01 -3.3293517964941E+01
  4.2500000000000E+00 -5.7500000000000E+00 -3.9123021487015E+01 -3.3373021487015E+01
  4.2583333333333E+00 -5.7416666666667E+00 -3.9194146275074E+01 -3.3452479608407E+01
  4.2666666666667E+00 -5.7333333333333E+00 -3.9265225700269E+01 -3.3531892366935E+01
  4.2750000000000E+00 -5.7250000000000E+00 -3.9336259800386E+01 -3.3611259800386E+01
  4.2833333333333E+00 -5.7166666666667E+00 -3.9407248613181E+01 -3.3690581946515E+01
  4.2916666666667E+00 -5.7083333333333E+00 -3.9478192176378E+01 -3.3769858843045E+01
  4.3000000000000E+00 -5.7000000000000E+00 -3.9549090527668E+01 -3.3849090527668E+01
  4.3083333333333E+00 -5.6916666666667E+00 -3.9619943704714E+01 -3.3928277038047E+01
  4.3166666666667E+00 -5.6833333333333E+00 -3.9690751745143E+01 -3.4007418411810E+01
  4.3250000000000E+00 -5.6750000000000E+00 -3.9761514686555E+01 -3.4086514686555E+01
  4.3333333333333E+00 -5.6666666666667E+00 -3.9832232566516E+01 -3.4165565899849E+01
  4.3416666666667E+00 -5.6583333333333E+00 -3.9902905422562E+01 -3.4244572089228E+01
  4.3500000000000E+00 -5.6500000000000E+00 -3.9973533292197E+01 -3.4323533292197E+01
  4.3583333333333E+00 -5.6416666666667E+00 -4.0044116212894E+01 -3.4402449546227E+01
  4.3666666666667E+00 -5.6333333333333E+00 -4.0114654222095E+01 -3.4481320888762E+01
  4.3750000000000E+00 -5.6250000000000E+00 -4.0185147357211E+01 -3.4560147357211E+01
  4.3833333333333E+00 -5.6166666666667E+00 -4.0255595655621E+01 -3.4638928988954E+01
  4.3916666666667E+00 -5.6083333333333E+00 -4.0325999154673E+01 -3.4717665821340E+01
  4.4000000000000E+00 -5.6000000000000E+00 -4.0396357891686E+01 -3.4796357891686E+01
  4.4083333333333E+00 -5.5916666666667E+00 -4.0466671903944E+01 -3.4875005237278E+01
  4.4166666666667E+00 -5.5833333333333E+00 -4.0536941228704E+01 -3.4953607895370E+01
  4.4250000000000E+00 -5.5750000000000E+00 -4.0607165903188E+01 -3.5032165903188E+01
  4.4333333333333E+00 -5.5666666666667E+00 -4.0677345964591E+01 -3.5110679297924E+01
  4.4416666666667E+00 -5.5583333333333E+00 -4.0747481450074E+01 -3.5189148116740E+01
  4.4500000000000E+00 -5.5500000000000E+00 -4.0817572396768E+01 -3.5267572396768E+01
  4.4583333333333E+00 -5.5416666666667E+00 -4.0887618841774E+01 -3.5345952175107E+01
  4.4666666666667E+00 -5.5333333333333E+00 -4.0957620822161E+01 -3.5424287488828E+01
  4.4750000000000E+00 -5.5250000000000E+00 -4.1027578374967E+01 -3.5502578374967E+01
  4.4833333333333E+00 -5.5166666666667E+00 -4.1097491537200E+01 -3.5580824870533E+01
  4.4916666666667E+00 -5.5083333333333E+00 -4.1167360345837E+01 -3.5659027012503E+01
  4.5000000000000E+00 -5.5000000000000E+00 -4.1237184837823E+01 -3.5737184837823E+01
  4.5083333333333E+00 -5.4916666666667E+00 -4.1306965050073E+01 -3.5815298383407E+01
  4.5166666666667E+00 -5.4833333333333E+00 -4.1376701019473E+01 -3.5893367686140E+01
  4.5250000000000E+00 -5.4750000000000E+00 -4.1446392782876E+01 -3.5971392782876E+01
  4.5333333333333E+00 -5.4666666666667E+00 -4.1516040377104E+01 -3.6049373710438E+01
  4.5416666666667E+00 -5.4583333333333E+00 -4.1585643838951E+01 -3.6127310505618E+01
  4.5500000000000E+00 -5.4500000000000E+00 -4.1655203205177E+01 -3.6205203205177E+01
  4.5583333333333E+00 -5.4416666666667E+00 -4.1724718512514E+01 -3.6283051845848E+01
  4.5666666666667E+00 -5.4333333333333E+00 -4.1794189797662E+01 -3.6360856464329E+01
  4.5750000000000E+00 -5.4250000000000E+00 -4.1863617097292E+01 -3.6438617097292E+01
  4.5833333333333E+00 -5.4166666666667E+00 -4.1933000448042E+01 -3.6516333781375E+01
  4.5916666666667E+00 -5.4083333333333E+00 -4.2002339886521E+01 -3.6594006553187E+01
  4.6000000000000E+00 -5.4000000000000E+00 -4.2071635449307E+01 -3.6671635449307E+01
  4.6083333333333E+00 -5.3916666666667E+00 -4.2140887172949E+01 -3.6749220506283E+01
  4.6166666666667E+00 -5.3833333333333E+00 -4.2210095093964E+01 -3.6826761760631E+01
  4.6250000000000E+00 -5.3750000000000E+00 -4.2279259248839E+01 -3.6904259248839E+01
  4.6333333333333E+00 -5.3666666666667E+00 -4.2348379674030E+01 -3.6981713007363E+01
  4.6416666666667E+00 -5.3583333333333E+00 -4.2417456405964E+01 -3.7059123072630E+01
  4.6500000000000E+00 -5.3500000000000E+00 -4.2486489481036E+01 -3.7136489481036E+01
  4.6583333333333E+00 -5.3416666666667E+00 -4.2555478935612E+01 -3.7213812268945E+01
  4.6666666666667E+00 -5.3333333333333E+00 -4.2624424806028E+01 -3.7291091472694E+01
  4.6750000000000E+00 -5.3250000000000E+00 -4.2693327128588E+01 -3.7368327128588E+01
  4.6833333333333E+00 -5.3166666666667E+00 -4.2762185939567E+01 -3.7445519272900E+01
  4.6916666666667E+00 -5.3083333333333E+00 -4.2831001275209E+01 -3.7522667941876E+01
  4.7000000000000E+00 -5.3000000000000E+00 -4.2899773171730E+01 -3.7599773171730E+01
  4.7083333333333E+00 -5.2916666666667E+00 -4.2968501665313E+01 -3.7676834998646E+01
  4.7166666666667E+00 -5.2833333333333E+00 -4.3037186792112E+01 -3.7753853458779E+01
  4.7250000000000E+00 -5.2750000000000E+00 -4.3105828588251E+01 -3.7830828588251E+01
  4.7333333333333E+00 -5.2666666666667E+00 -4.3174427089824E+01 -3.7907760423158E+01
  4.7416666666667E+00 -5.2583333333333E+00 -4.3242982332895E+01 -3.7984648999562E+01
  4.7500000000000E+00 -5.2500000000000E+00 -4.3311494353498E+01 -3.8061494353498E+01
  4.7583333333333E+00 -5.2416666666667E+00 -4.3379963187636E+01 -3.8138296520969E+01
  4.7666666666667E+00 -5.2333333333333E+00 -4.3448388871283E+01 -3.8215055537949E+01
  4.7750000000000E+00 -5.2250000000000E+00 -4.3516771440382E+01 -3.8291771440382E+01
  4.7833333333333E+00 -5.2166666666667E+00 -4.3585110930848E+01 -3.8368444264182E+01
  4.7916666666667E+00 -5.2083333333333E+00 -4.3653407378565E+01 -3.8445074045232E+01
  4.8000000000000E+00 -5.2000000000000E+00 -4.3721660819386E+01 -3.8521660819386E+01
  4.8083333333333E+00 -5.1916666666667E+00 -4.3789871289136E+01 -3.8598204622469E+01
  4.8166666666667E+00 -5.1833333333333E+00 -4.3858038823608E+01 -3.8674705490275E+01
  4.8250000000000E+00 -5.1750000000000E+00 -4.3926163458568E+01 -3.8751163458568E+01
  4.8333333333333E+00 -5.1666666666667E+00 -4.3994245229751E+01 -3.8827578563084E+01
  4.8416666666667E+00 -5.1583333333333E+00 -4.4062284172860E+01 -3.8903950839527E+01
  4.8500000000000E+00 -5.1500000000000E+00 -4.4130280323571E+01 -3.8980280323571E+01
